Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR Result
SSBS/W/2021/261,S/261,20/12/2021,Kothrud Bus depot,Genepath,35.46,37.95,35.9,Positive
SSBS/W/2021/291,S/291,28/12/2021,Sanjeevan hospital Kothrud,Genepath,31.7,36.3,34.8,Positive
SSBS/W/2021/292,S/292,28/12/2021,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/W/2021/294,S/294,28/12/2021,Kothrud Bus depot,Genepath,31.7,35.4,34,Positive
SSBS/W/2022/313,S/313,3/1/2022,Sanjeevan hospital Kothrud,Genepath,0,0,0,Negative
SSBS/W/2022/314,S/314,3/1/2022,Karve road Kothrud,Genepath,35.9,36.8,35.8,Positive
SSBS/W/2022/316,S/316,3/1/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/W/2022/341,S/341,10/1/2022,Sanjeevan hospital Kothrud,Genepath,30.03,32.16,31.52,Positive
SSBS/W/2022/342,S/342,10/1/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/W/2022/344,S/344,10/1/2022,Kothrud Bus depot,Genepath,30.53,34.33,33.67,Positive
SSBS/W/2022/369,S/369,17/01/2022,Sanjeevan hospital Kothrud,Genepath,29.1,32.3,31.8,Positive
SSBS/W/2022/370,S/370,17/01/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/W/2022/372,S/372,17/01/2022,Kothrud Bus depot,Genepath,36.8,39,36.5,Positive
SSBS/W/2022/396,S/396,24/01/2022,Sanjeevan hospital Kothrud,Genepath,32.9,33.35,34.02,Positive
SSBS/W/2022/397,S/397,24/01/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/W/2022/399,S/399,24/01/2022,Kothrud Bus depot,Genepath,33.3,33.7,32.3,Positive
SSBS/W/2022/424,S/424,31/01/2022,Sanjeevan hospital Kothrud,Genepath,30.69,35.4,34.53,Positive
SSBS/W/2022/425,S/425,31/01/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/W/2022/427,S/427,31/01/2022,Kothrud Bus depot,Genepath,30.49,36.1,35.62,Positive
SSBS/S/2022/452,S/452,7/2/2022,Sanjeevan hospital Kothrud,Genepath,33.38,34.15,34.05,Positive
SSBS/S/2022/453,S/453,7/2/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/455,S/455,7/2/2022,Kothrud Bus depot,Genepath,36.2,36,35.9,Positive
SSBS/S/2022/480,S/480,14/02/2022,Sanjeevan hospital Kothrud,Genepath,36.1,38.6,37.3,Negative
SSBS/S/2022/481,S/481,14/02/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/483,S/483,14/02/2022,Kothrud Bus depot,Genepath,35.4,38.6,36.3, 
SSBS/S/2022/508,S/508,21/02/2022,Sanjeevan hospital Kothrud,Genepath,35.19,36.13,33.09,Positive
SSBS/S/2022/509,S/509,21/02/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/511,S/511,21/02/2022,Kothrud Bus depot,Genepath,36.57,37.07,34.58,Positive
SSBS/S/2022/534,S/534,28/02/2022,Kothrud Bus depot,Genepath,36.19,0,0,Negative
SSBS/S/2022/536,S/536,28/02/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/537,S/537,28/02/2022,Sanjeevan hospital Kothrud,Genepath,0,39.08,37.82,Negative
SSBS/S/2022/564,S/564,7/3/2022,Sanjeevan hospital Kothrud,Genepath,38.13,0,39.56,Negative
SSBS/S/2022/565,S/565,7/3/2022,Karve road Kothrud,Genepath,34.99,0,0,Negative
SSBS/S/2022/567,S/567,7/3/2022,Kothrud Bus depot,Genepath,39.72,0,40.66,Negative
SSBS/S/2022/592,S/592,14/03/2022,Sanjeevan hospital Kothrud,Genepath,0,36.14,0,Negative
SSBS/S/2022/593,S/593,14/03/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/595,S/595,14/03/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/615,S/615,21/03/2022,Sanjeevan hospital Kothrud,Genepath,0,37.32,0,Negative
SSBS/S/2022/616,S/616,21/03/2022,Karve road Kothrud,Genepath,0,37.46,0,Negative
SSBS/S/2022/618,S/618,21/03/2022,Kothrud Bus depot,Genepath,0,37.17,0,Negative
SSBS/S/2022/641,S/641,28/03/2021,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/643,S/643,28/03/2021,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/644,S/644,28/03/2021,Sanjeevan hospital Kothrud,Genepath,0,0,38.71,Negative
SSBS/S/2022/671,S/671,4/4/2022,Sanjeevan hospital Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/672,S/672,4/4/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/674,S/674,5/4/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/699,S/699,11/4/2022,Sanjeevan hospital Kothrud,Genepath,38.7,0,0,Negative
SSBS/S/2022/700,S/700,11/4/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/702,S/702,11/4/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/722,S/722,18/04/2022,Sanjeevan hospital Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/723,S/723,18/04/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/725,S/725,18/04/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/750,S/750,25/04/2022,Sanjeevan hospital Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/751,S/751,25/04/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/753,S/753,25/04/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/778,S/778,2/5/2022,Sanjeevan hospital Kothrud,Genepath,0,39.2,38.8,Negative
SSBS/S/2022/779,S/779,2/5/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/781,S/781,2/5/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/800,S/800,9/5/2022,Sanjeevan hospital Kothrud,Genepath,35.4,37.8,36.8,Negative
SSBS/S/2022/801,S/801,9/5/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/803,S/803,9/5/2022,Kothrud Bus depot,Genepath,0,38.6,36.1,Negative
SSBS/S/2022/828,S/828,16/05/2022,Sanjeevan hospital Kothrud,Genepath,0,0,36,Negative
SSBS/S/2022/829,S/829,16/05/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/831,S/831,16/05/2022,Kothrud Bus depot,Genepath,34.8,0,36.5,Negative
SSBS/S/2022/856,S/856,23/05/2022,Sanjeevan hospital Kothrud,Genepath,38,0,0,Negative
SSBS/S/2022/857,S/857,23/05/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/859,S/859,23/05/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/884,S/884,30/05/2022,Sanjeevan hospital Kothrud,Genepath,37.2,34.6,37.48,Negative
SSBS/S/2022/885,S/885,30/05/2022,Karve road Kothrud,Genepath,0,34.83,0,Negative
SSBS/S/2022/887,S/887,30/05/2022,Kothrud Bus depot,Genepath,34.79,34.1,0,Positive
SSBS/S/2022/911,S/911,6/6/2022,Sanjeevan hospital Kothrud,Genepath,36.04,37.17,37.31,Negative
SSBS/S/2022/912,S/912,6/6/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/914,S/914,6/6/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/S/2022/938,S/938,13/06/2022,Sanjeevan hospital Kothrud,Genepath,32.3,37.5,34.9,Positive
SSBS/S/2022/939,S/939,13/06/2022,Karve road Kothrud,Genepath,38.1,0,0,Negative
SSBS/S/2022/941,S/941,13/06/2022,Kothrud Bus depot,Genepath,29.8,34.1,33.3,Positive
SSBS/S/2022/965,S/965,20/06/2022,Sanjeevan hospital Kothrud,Genepath,37,0,38,Negative
SSBS/S/2022/966,S/966,20/06/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/968,S/968,20/06/2022,Kothrud Bus depot,Genepath,25,30,29,Positive
SSBS/S/2022/990,S/990,27/06/2022,Sanjeevan hospital Kothrud,Genepath,32.8,36.9,34.9,Positive
SSBS/S/2022/991,S/991,27/06/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/S/2022/993,S/993,27/06/2022,Kothrud Bus depot,Genepath,27.7,31.4,30.7,Positive
SSBS/M/2022/1017,S/1017,4/7/2022,Sanjeevan hospital Kothrud,Genepath,29,33,32.3,Positive
SSBS/M/2022/1018,S/1018,4/7/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/M/2022/1020,S/1020,4/7/2022,Kothrud Bus depot,Genepath,27.6,32.5,30.9,Positive
SSBS/M/2022/1044,S/1044,11/7/2022,Sanjeevan hospital Kothrud,Genepath,31.8,35.1,34.1,Positive
SSBS/M/2022/1045,S/1045,11/7/2022,Karve road Kothrud,Genepath,40,0,40.2,Negative
SSBS/M/2022/1047,S/1047,11/7/2022,Kothrud Bus depot,Genepath,30,34.3,32.5,Positive
SSBS/M/2022/1067,S/1067,18/07/2022,Karve road Kothrud,Genepath,37.9,0,0,Negative
SSBS/M/2022/1069,S/1069,18/07/2022,Kothrud Bus depot,Genepath,25.3,29.7,28.9,Positive
SSBS/M/2022/1092,S/1092,25/07/2022,Sanjeevan hospital Kothrud,Genepath,36.7,0,37.1,Negative
SSBS/M/2022/1093,S/1093,25/07/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/M/2022/1095,S/1095,25/07/2022,Kothrud Bus depot,Genepath,30.4,37.2,34.4,Positive
SSBS/M/2022/1118,S/1118,1/8/2022,Sanjeevan hospital Kothrud,Genepath,32.26,35.43,35.7,Positive
SSBS/M/2022/1119,S/1119,1/8/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/M/2022/1121,S/1121,1/8/2022,Kothrud Bus depot,Genepath,25.27,30.09,29.46,Positive
SSBS/M/2022/1144,S/1144,8/8/2022,Sanjeevan hospital Kothrud,Genepath,31.64,38.5,38.95,Negative
SSBS/M/2022/1145,S/1145,8/8/2022,Karve road Kothrud,Genepath,32.99,37.37,36.25,Positive
SSBS/M/2022/1147,S/1147,8/8/2022,Kothrud Bus depot,Genepath,31.21,0,36.27,Negative
SSBS/M/2022/1182,S/1182,22/08/2022,Sanjeevan hospital Kothrud,Genepath,26.72,35.61,30.46,Positive
SSBS/M/2022/1183,S/1183,22/08/2022,Karve road Kothrud,Genepath,0,0,37.19,Negative
SSBS/M/2022/1204,S/1204,29/08/2022,Sanjeevan hospital Kothrud,Genepath,33.38,39.26,36.34,Negative
SSBS/M/2022/1205,S/1205,29/08/2022,Karve road Kothrud,Genepath,30.59,35.35,33.39,Positive
SSBS/M/2022/1207,S/1207,29/08/2022,Kothrud Bus depot,Genepath,26.67,34.69,30.34,Positive
SSBS/M/2022/1223,S/1223,5/9/2022,Sanjeevan hospital Kothrud,Genepath,31.15,36.35,33.8,Positive
SSBS/M/2022/1224,S/1224,5/9/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/M/2022/1226,S/1226,5/9/2022,Kothrud Bus depot,Genepath,30.51,0,34.33,Positive
SSBS/M/2022/1242,S/1242,12/9/2022,Sanjeevan hospital Kothrud,Genepath,32.772,0,35.8105,Negative
SSBS/M/2022/1243,S/1243,12/9/2022,Karve road Kothrud,Genepath,32.7171,0,35.3563,Negative
SSBS/M/2022/1245,S/1245,12/9/2022,Kothrud Bus depot,Genepath,28.1545,38.9556,31.398,Positive
SSBS/M/2022/1265,S/1265,19/09/2022,Karve road Kothrud,Genepath,0,0,0,Negative
SSBS/M/2022/1267,S/1267,19/09/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
SSBS/M/2022/1287,S/1287,26/09/2022,Karve road Kothrud,Genepath,0,0,30.8,Negative
SSBS/M/2022/1289,S/1289,26/09/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
